,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF
3502,M,297.3,308.1,1462,37.7,131,0,0,0,0,0
3503,L,300.7,311.1,1560,35.2,165,0,0,0,0,0
3504,L,300.3,310.2,1448,45.7,44,0,0,0,0,0
3505,H,297.6,309.0,1654,31.1,24,0,0,0,0,0
3506,L,298.0,309.5,1633,31.8,41,0,0,0,0,0
3507,L,297.5,308.0,1528,38.0,184,0,0,0,0,0
3508,L,299.2,310.8,1633,31.2,225,1,0,0,0,0
3509,L,301.2,311.0,1554,39.4,157,0,0,0,0,0
3510,M,300.7,310.8,1541,38.3,92,0,0,0,0,0
3511,L,300.5,309.8,1359,60.7,133,0,0,0,0,0
3512,L,297.4,308.6,1738,25.8,94,0,0,0,0,0
3513,H,300.7,310.6,1452,42.0,43,0,0,0,0,0
3514,H,300.3,311.4,1474,42.6,191,0,0,0,0,0
3515,L,300.1,311.4,1518,39.3,176,0,0,0,0,0
3516,L,297.9,309.1,1433,43.2,31,0,0,0,0,0
3517,M,301.7,311.1,1650,34.1,174,0,0,0,0,0
3518,L,300.8,311.1,1474,33.4,172,0,0,0,0,0
3519,L,298.2,308.2,1546,40.7,58,0,0,0,0,0
3520,L,302.3,311.2,1381,49.4,207,0,0,0,0,0
3521,M,297.4,308.3,1631,30.9,2,0,0,0,0,0
3522,L,300.8,312.3,1590,36.3,93,0,0,0,0,0
3523,L,300.6,309.6,1447,45.6,210,0,0,0,0,0
3524,M,298.1,307.6,1445,36.1,150,0,0,0,0,0
3525,L,298.9,310.3,1546,42.3,176,0,0,0,0,0
3526,L,300.8,312.6,1545,35.9,129,0,0,0,0,0
3527,L,300.4,309.9,1449,47.0,74,0,0,0,0,0
3528,L,301.2,310.4,1394,46.8,115,0,0,0,0,0
3529,M,298.8,308.9,1567,36.1,52,0,0,0,0,0
3530,L,301.7,311.0,1433,39.8,21,0,0,0,0,0
3531,L,299.2,310.4,1426,40.1,21,0,0,0,0,0
3532,H,302.9,312.3,1694,28.0,17,0,0,0,0,0
3533,M,298.5,308.7,1347,54.3,192,0,0,0,0,0
3534,L,300.3,311.8,1662,31.0,119,0,0,0,0,0
3535,L,298.1,307.6,1583,42.8,74,0,0,0,0,0
3536,H,297.7,308.8,1455,44.0,112,0,0,0,0,0
3537,M,300.4,311.7,1431,42.0,179,0,0,0,0,0
3538,L,300.5,312.0,1372,54.0,176,0,0,0,0,0
3539,M,299.7,309.0,1435,43.8,155,0,0,0,0,0
3540,L,298.2,309.0,1437,41.6,93,0,0,0,0,0
3541,L,303.4,311.7,1406,47.4,166,0,0,0,0,0
3542,L,301.7,310.5,1490,41.8,187,0,0,0,0,0
3543,L,300.7,311.1,1509,41.0,165,0,0,0,0,0
3544,L,298.2,308.8,1605,36.0,30,0,0,0,0,0
3545,L,299.0,310.1,1435,39.2,51,0,0,0,0,0
3546,H,297.5,308.5,1502,38.2,169,0,0,0,0,0
3547,L,300.4,312.0,1482,42.0,117,0,0,0,0,0
3548,L,302.4,312.0,1413,42.3,10,0,0,0,0,0
3549,L,300.9,310.8,1462,45.9,2,0,0,0,0,0
3550,L,299.1,310.1,1416,41.2,23,0,0,0,0,0
3551,L,298.2,308.3,1418,50.1,59,0,0,0,0,0
3552,L,297.5,309.4,1550,35.5,28,0,0,0,0,0
3553,M,300.7,311.1,1583,48.5,135,0,0,0,0,0
3554,L,298.9,310.1,1469,41.0,39,0,0,0,0,0
3555,L,297.8,307.8,1573,42.5,7,0,0,0,0,0
3556,L,297.8,309.0,1456,42.8,0,0,0,0,0,0
3557,L,302.3,310.6,1543,37.5,161,0,0,0,0,0
3558,L,298.2,309.0,1574,37.0,155,0,0,0,0,0
3559,M,300.9,312.0,1468,41.1,182,0,0,0,0,0
3560,L,300.6,310.5,1470,33.7,98,0,0,0,0,0
3561,M,298.0,307.6,1508,32.1,89,0,0,0,0,0
3562,L,297.3,308.4,1615,35.5,2,0,0,0,0,0
3563,L,300.0,309.6,1477,38.8,27,0,0,0,0,0
3564,L,301.4,311.1,1465,41.2,133,0,0,0,0,0
3565,H,300.6,311.5,1535,36.2,14,0,0,0,0,0
3566,M,299.6,310.8,1620,40.1,95,0,0,0,0,0
3567,L,300.7,310.7,1376,53.0,66,0,0,0,0,0
3568,L,300.4,312.0,1399,49.7,206,0,0,0,0,0
3569,L,300.7,310.8,1534,41.3,13,0,0,0,0,0
3570,M,299.7,309.6,1439,44.7,91,0,0,0,0,0
3571,L,298.7,309.7,1436,46.2,32,0,0,0,0,0
3572,M,302.2,311.0,1430,42.6,2,0,0,0,0,0
3573,L,301.4,310.8,1610,54.4,187,0,0,0,0,0
3574,H,304.2,312.9,1549,36.7,7,0,0,0,0,0
3575,M,298.7,310.1,1506,50.7,17,0,0,0,0,0
3576,L,298.3,307.8,1585,34.3,78,0,0,0,0,0
3577,L,302.6,312.1,1668,28.7,180,0,0,0,0,0
3578,L,300.6,310.5,1627,32.2,17,0,0,0,0,0
3579,M,297.5,308.8,1510,37.6,125,0,0,0,0,0
3580,L,298.4,308.9,1477,45.6,98,0,0,0,0,0
3581,L,299.2,310.6,1372,61.9,42,0,0,0,0,0
3582,L,299.5,308.9,1520,38.3,2,0,0,0,0,0
3583,L,297.5,309.4,1521,38.4,144,0,0,0,0,0
3584,L,298.9,308.7,1592,32.8,185,0,0,0,0,0
3585,M,301.2,310.9,1563,36.1,5,0,0,0,0,0
3586,M,299.5,310.1,1868,23.3,67,0,0,0,0,0
3587,L,300.3,310.8,1654,27.2,95,0,0,0,0,0
3588,M,301.4,310.6,1451,41.0,166,0,0,0,0,0
3589,L,302.4,310.9,1560,31.8,137,0,0,0,0,0
3590,L,301.0,310.1,1772,24.8,42,0,0,0,0,0
3591,L,301.5,310.6,1507,42.6,135,0,0,0,0,0
3592,L,298.3,308.1,1472,44.2,105,0,0,0,0,0
3593,L,300.9,310.7,1708,28.5,18,0,0,0,0,0
3594,M,300.5,311.3,1567,35.8,205,0,0,0,0,0
3595,L,302.0,310.5,1972,23.1,179,0,0,0,0,0
3596,L,303.4,312.9,1475,41.9,202,0,0,0,0,0
3597,M,301.1,310.7,1608,32.9,92,0,0,0,0,0
3598,M,298.2,308.8,1335,47.4,28,0,0,0,0,0
3599,L,299.0,308.6,1634,33.7,164,0,0,0,0,0
3600,L,301.9,310.9,1616,34.5,104,0,0,0,0,0
3601,L,302.6,310.2,1423,48.3,172,0,0,0,0,0
3602,L,300.1,310.2,1475,49.8,53,0,0,0,0,0
3603,L,300.8,310.7,1445,46.4,196,0,0,0,0,0
3604,L,298.9,308.6,1547,47.4,202,0,0,0,0,0
3605,M,300.6,310.2,1478,31.6,5,0,0,0,0,0
3606,L,302.3,311.0,1389,50.6,143,0,1,0,0,0
3607,M,303.9,313.4,1532,41.0,148,0,0,0,0,0
3608,M,301.7,310.5,1724,33.0,150,0,0,0,0,0
3609,L,299.2,310.2,2080,19.1,156,0,0,0,0,0
3610,L,303.0,311.2,1511,32.9,184,0,0,0,0,0
3611,L,302.0,310.5,1498,38.8,176,0,0,0,0,0
3612,M,301.3,310.8,1962,22.4,28,0,0,0,0,0
3613,L,301.2,310.4,1542,33.6,84,0,0,0,0,0
3614,L,300.8,311.7,1532,39.0,202,0,0,0,0,0
3615,L,298.2,307.8,1543,34.5,70,0,0,0,0,0
3616,L,297.8,309.2,1631,29.0,181,0,0,0,0,0
3617,L,303.7,313.1,1694,34.8,50,0,0,0,0,0
3618,L,296.9,307.9,1657,32.9,139,0,0,0,0,0
3619,H,300.6,310.0,1724,30.0,0,0,0,0,0,0
3620,L,299.0,308.9,1429,45.9,15,0,0,0,0,0
3621,L,297.4,308.4,1445,46.2,2,0,0,0,0,0
3622,L,300.5,311.6,1485,40.5,0,0,0,0,0,0
3623,L,299.2,310.5,1450,46.8,25,0,0,0,0,0
3624,L,298.0,307.6,1425,44.0,169,0,0,0,0,0
3625,M,299.8,309.1,1515,58.0,49,0,0,0,0,0
3626,L,298.1,308.3,1403,51.9,20,0,0,0,0,0
3627,L,297.4,308.8,1419,47.4,173,0,0,0,0,0
3628,L,301.2,310.8,1432,44.5,119,0,0,0,0,0
3629,M,302.0,310.7,1558,32.6,17,0,0,0,0,0
3630,L,297.6,308.3,1789,25.6,19,0,0,0,0,0
3631,L,298.2,309.1,1519,39.6,81,0,0,0,0,0
3632,L,301.3,310.6,1529,41.8,174,0,0,0,0,0
3633,L,297.9,307.4,1418,49.0,157,0,0,0,0,0
3634,L,298.9,310.2,1541,41.5,52,0,0,0,0,0
3635,L,300.1,309.4,1466,48.2,44,0,0,0,0,0
3636,L,297.6,308.8,1485,45.3,162,0,0,0,0,0
3637,L,299.0,308.4,1724,29.6,119,0,0,0,0,0
3638,L,301.4,310.4,1659,31.4,199,0,0,0,0,0
3639,L,297.2,308.5,1447,43.8,184,0,0,0,0,0
3640,L,296.7,307.8,1441,48.9,22,0,0,0,0,0
3641,M,296.8,307.9,1413,45.7,146,0,0,0,0,0
3642,M,302.2,311.6,1478,41.6,66,0,0,0,0,0
3643,L,297.3,308.1,1397,47.9,150,0,0,0,0,0
3644,L,301.5,310.9,1701,28.9,44,0,0,0,0,0
3645,L,300.3,309.3,1431,51.4,48,0,0,0,0,0
3646,L,300.3,309.5,1568,39.6,85,0,0,0,0,0
3647,L,300.4,309.6,1600,33.7,162,0,0,0,0,0
3648,H,299.8,311.2,1485,47.9,20,0,0,0,0,0
3649,L,301.6,311.2,1525,42.9,94,0,0,0,0,0
3650,L,301.2,310.1,1345,53.2,52,0,0,0,0,0
3651,L,298.4,310.0,1559,36.8,23,0,0,0,0,0
3652,L,301.6,311.1,1336,52.1,102,0,0,0,0,0
3653,H,300.8,310.8,1618,32.8,96,0,0,0,0,0
3654,L,302.3,311.8,1639,34.4,101,0,0,0,0,0
3655,L,298.8,309.5,1547,48.1,159,0,0,0,0,0
3656,L,298.2,307.6,1616,33.8,51,0,0,0,0,0
3657,L,303.8,312.7,1466,42.4,178,0,0,0,0,0
3658,L,300.6,309.5,1727,27.7,100,0,0,0,0,0
3659,L,302.5,311.0,1477,39.8,59,0,0,0,0,0
3660,H,302.5,310.4,1469,43.4,148,0,0,0,0,0
3661,M,296.5,307.5,1426,44.5,13,0,0,0,0,0
3662,M,297.9,307.5,1544,38.8,212,0,0,0,0,0
3663,M,300.9,311.0,1556,38.8,94,0,0,0,0,0
3664,L,298.2,308.7,1528,35.2,47,0,0,0,0,0
3665,M,300.1,309.3,1510,43.9,23,0,0,0,0,0
3666,L,301.4,310.1,1372,56.6,196,0,0,0,0,0
3667,L,302.2,310.0,1473,42.4,15,0,0,0,0,0
3668,L,301.3,310.4,1414,30.4,199,0,0,0,0,0
3669,L,300.0,309.5,1393,54.7,49,0,0,0,0,0
3670,L,296.9,307.7,1497,34.6,120,0,0,0,0,0
3671,L,303.7,313.1,1495,35.8,40,0,0,0,0,0
3672,L,300.7,310.8,1619,44.5,57,0,0,0,0,0
3673,L,298.4,308.0,1497,41.3,21,0,0,0,0,0
3674,L,302.2,311.5,1416,46.5,88,0,0,0,0,0
3675,L,301.0,311.3,1479,43.4,53,0,0,0,0,0
3676,L,298.6,309.6,1479,49.6,88,0,0,0,0,0
3677,L,304.2,313.4,1624,32.4,56,0,0,0,0,0
3678,L,301.5,310.7,1425,45.1,7,0,0,0,0,0
3679,L,297.5,308.4,1633,33.3,24,0,0,0,0,0
3680,L,297.4,308.3,1704,30.7,49,0,0,0,0,0
3681,L,300.8,310.6,1551,34.6,153,0,0,0,0,0
3682,L,300.2,311.7,1429,43.8,173,0,0,0,0,0
3683,M,300.5,310.0,1611,32.2,49,0,0,0,0,0
3684,L,300.8,310.6,1452,47.3,199,0,0,0,0,0
3685,L,301.5,310.7,1570,35.5,222,0,0,0,0,0
3686,M,295.8,306.3,1295,52.1,76,0,0,0,0,0
3687,L,300.7,310.8,1573,31.4,69,0,0,0,0,0
3688,L,297.1,308.2,1622,35.7,183,0,0,0,0,0
3689,L,300.7,311.1,1546,35.7,129,0,0,0,0,0
3690,M,300.8,309.4,1342,62.4,113,0,1,0,0,0
3691,L,302.7,310.6,1453,48.7,4,0,0,0,0,0
3692,L,303.4,311.5,1408,44.3,204,0,0,0,0,0
3693,L,300.6,310.2,1377,48.1,19,0,0,0,0,0
3694,M,300.4,311.6,1431,37.4,48,0,0,0,0,0
3695,L,300.5,311.8,1524,38.2,214,1,0,0,0,0
3696,L,301.0,310.9,1735,27.7,19,0,0,0,0,0
3697,L,300.4,309.8,1513,32.9,13,0,0,0,0,0
3698,M,298.2,308.9,1511,36.6,138,0,0,0,0,0
3699,L,300.7,312.3,1514,37.9,58,0,0,0,0,0
3700,L,298.9,308.2,1520,48.9,38,0,0,0,0,0
3701,L,302.2,311.3,1451,46.2,135,0,0,0,0,0
3702,L,299.0,310.1,1447,40.9,59,0,0,0,0,0
3703,L,302.2,310.8,1488,37.5,60,0,0,0,0,0
3704,L,300.6,310.2,1468,38.9,10,0,0,0,0,0
3705,M,298.1,308.7,1585,31.0,23,0,0,0,0,0
3706,L,302.0,310.5,1336,58.2,176,0,0,0,0,0
3707,M,302.2,310.1,1351,48.6,17,0,1,0,0,0
3708,L,298.6,309.8,1505,45.7,144,0,0,0,0,0
3709,M,301.8,311.1,1399,37.6,19,0,0,0,0,0
3710,L,300.9,310.4,1616,32.9,0,0,0,0,0,0
3711,L,300.7,310.0,1425,49.5,174,0,0,0,0,0
3712,L,297.9,307.5,1434,42.0,92,0,0,0,0,0
3713,L,295.6,306.2,1751,27.2,27,0,0,0,0,0
3714,L,299.4,308.6,1492,42.8,181,0,0,0,0,0
3715,L,300.0,311.3,1465,45.6,26,0,0,0,0,0
3716,M,302.6,312.3,1923,23.2,180,0,0,0,0,1
3717,L,299.4,310.8,1424,47.7,59,0,0,0,0,0
3718,L,297.5,308.6,1476,39.4,30,0,0,0,0,0
3719,L,296.5,307.5,1449,44.1,206,0,0,0,0,0
3720,M,299.1,308.3,1336,58.6,139,0,0,0,0,0
3721,L,299.6,310.2,1827,20.2,78,0,0,0,0,0
3722,L,304.2,313.3,1543,36.7,37,0,0,0,0,0
3723,L,298.5,309.8,1636,35.4,147,0,0,0,0,0
3724,L,298.7,309.7,1459,41.8,6,0,0,0,0,0
3725,L,298.6,310.1,1579,42.0,4,0,0,0,0,0
3726,L,303.4,311.8,1567,31.7,141,0,0,0,0,0
3727,L,301.9,310.9,1471,45.1,203,0,0,0,0,0
3728,H,296.6,307.4,2056,19.0,5,0,0,0,0,0
3729,M,300.2,311.6,1623,31.8,167,0,0,0,0,0
3730,L,301.1,310.5,1445,48.1,57,0,0,0,0,0
3731,L,297.0,307.7,1523,41.1,179,0,0,0,0,0
3732,L,299.3,310.1,1525,36.8,144,0,0,0,0,0
3733,H,297.2,308.3,1570,35.7,113,0,0,0,0,0
3734,L,298.8,309.8,1388,43.4,113,0,0,0,0,0
3735,L,301.6,310.6,1507,42.9,51,0,0,0,0,0
3736,L,298.4,310.1,1533,37.2,92,0,0,0,0,0
3737,L,297.4,308.2,1355,44.7,204,0,0,0,0,0
3738,L,300.1,310.4,1544,38.2,95,0,0,0,0,0
3739,L,300.6,309.4,1397,52.1,76,0,0,0,0,0
3740,M,301.7,311.0,1456,36.2,39,0,0,0,0,0
3741,L,298.8,309.7,1462,43.0,130,0,0,0,0,0
3742,L,299.8,311.1,1761,17.7,190,0,0,0,0,0
3743,M,299.4,308.6,1724,24.8,183,0,0,0,0,0
3744,L,295.8,306.6,1621,45.5,95,0,0,0,0,0
3745,L,303.7,312.7,1713,26.7,179,0,0,0,0,0
3746,L,300.0,311.5,1617,32.0,123,0,0,0,0,0
3747,L,299.8,310.2,1378,46.8,79,0,0,0,0,0
3748,L,302.9,311.0,1903,22.3,85,0,0,0,0,0
3749,L,301.7,311.0,1700,28.7,190,0,0,0,0,0
3750,L,299.5,310.7,1589,33.5,7,0,0,0,0,0
3751,L,298.2,309.0,1523,38.2,143,0,0,0,0,0
3752,L,297.5,308.5,1557,36.7,108,0,0,0,0,0
3753,L,301.5,310.7,1392,42.5,129,0,0,0,0,0
3754,M,300.3,310.1,1463,42.6,9,0,0,0,0,0
3755,L,297.4,308.3,1426,44.3,202,0,0,0,0,0
3756,M,298.9,309.8,1409,51.1,64,0,0,0,0,0
3757,L,299.0,308.6,1575,34.6,153,0,0,0,0,0
3758,L,299.9,309.5,1683,28.5,167,0,0,0,0,0
3759,L,300.6,310.5,1445,38.0,177,0,0,0,0,0
3760,L,300.0,311.5,1566,38.1,128,0,0,0,0,0
3761,M,299.8,310.3,1541,44.3,50,0,0,0,0,0
3762,L,298.5,309.4,1364,54.6,61,0,0,0,0,0
3763,L,298.3,308.5,1501,34.8,150,0,0,0,0,0
3764,M,301.8,310.6,1671,27.7,44,0,0,0,0,0
3765,L,296.9,307.9,1372,55.7,192,0,0,0,0,0
3766,L,297.7,309.2,1441,42.7,165,0,0,0,0,0
3767,L,297.6,309.6,2001,20.5,220,0,0,0,0,0
3768,L,302.3,311.8,1451,42.0,0,0,0,0,0,0
3769,L,302.0,310.6,1639,35.2,42,0,0,0,0,0
3770,L,300.6,310.3,1960,21.3,146,0,0,0,0,0
3771,M,301.0,310.8,1419,45.7,20,0,0,0,0,0
3772,L,301.5,310.7,1408,47.6,79,0,0,0,0,0
3773,L,300.6,310.2,1446,45.0,3,0,0,0,0,0
3774,L,303.7,312.7,1419,46.3,147,0,0,0,0,0
3775,M,297.6,308.6,1654,31.0,90,0,0,0,0,0
3776,M,303.6,312.7,1430,45.2,123,0,0,0,0,0
3777,L,297.4,308.7,1363,43.3,192,0,0,0,0,0
3778,L,300.2,310.1,1408,47.9,44,0,0,0,0,0
3779,L,300.3,309.2,1441,40.2,24,0,0,0,0,0
3780,L,298.2,307.9,1556,41.4,158,0,0,0,0,0
3781,M,298.1,308.0,1390,44.1,47,0,0,0,0,0
3782,L,298.2,308.0,1511,31.0,19,0,0,0,0,0
3783,L,300.6,309.4,1549,28.3,233,0,0,0,0,0
3784,L,303.6,311.7,1546,34.9,72,0,0,0,0,0
3785,L,303.8,313.1,1458,42.2,0,0,0,0,0,0
3786,L,302.4,311.2,1404,52.0,13,0,0,0,0,0
3787,L,298.3,308.3,1688,32.0,202,0,0,0,0,0
3788,L,303.5,312.1,1874,24.5,81,0,0,0,0,0
3789,L,297.8,309.6,1606,31.2,176,0,0,0,0,0
3790,M,299.2,308.9,1479,39.5,185,0,0,0,0,0
3791,L,298.4,307.9,1743,27.3,124,0,0,0,0,0
3792,L,301.3,311.0,1532,37.2,206,0,0,0,0,0
3793,L,302.4,310.2,1365,48.6,29,0,1,0,0,0
3794,L,301.4,311.1,1800,27.6,171,0,0,0,0,0
3795,M,302.2,311.1,1773,23.8,9,0,0,0,0,0
3796,L,298.0,307.8,1553,33.2,13,0,0,0,0,0
3797,M,296.2,307.0,1462,46.1,142,0,0,0,0,0
3798,H,302.3,310.8,1727,29.3,179,0,0,0,0,0
3799,L,298.9,310.2,1369,48.0,63,0,0,0,0,0
3800,L,300.1,309.7,1352,50.3,146,0,0,0,0,0
3801,M,300.7,311.5,1836,21.8,96,0,0,0,0,0
3802,M,296.9,307.8,1359,55.4,202,0,0,0,0,0
3803,H,302.4,311.5,1540,43.4,192,0,0,0,0,0
3804,L,303.9,313.1,1498,43.6,37,0,0,0,0,0
3805,L,298.2,307.7,1452,40.3,109,0,0,0,0,0
3806,L,302.7,310.4,1553,35.7,38,0,0,0,0,0
3807,L,300.1,310.2,1584,39.3,10,0,0,0,0,0
3808,L,302.4,311.8,1453,39.8,84,0,0,0,0,0
3809,L,302.7,311.9,1428,42.5,15,0,0,0,0,0
3810,L,302.9,312.3,1348,50.7,232,0,0,0,0,0
3811,L,299.9,309.6,1924,22.5,171,0,0,0,0,0
3812,L,300.1,309.4,1467,42.5,33,0,0,0,0,0
3813,L,300.9,310.6,1698,30.0,91,0,0,0,0,0
3814,L,299.1,309.4,1393,42.2,104,0,0,0,0,0
3815,L,298.0,309.0,1451,44.6,52,0,0,0,0,0
3816,M,302.5,311.0,1563,34.6,195,0,0,0,0,0
3817,M,300.3,309.9,1384,48.1,20,0,0,0,0,0
3818,M,300.7,309.5,1352,44.0,124,0,0,0,0,0
3819,L,297.3,308.3,1403,51.9,95,0,0,0,0,0
3820,L,301.6,310.5,1351,53.9,32,0,0,0,0,0
3821,L,299.1,310.0,1723,30.5,0,0,0,0,0,0
3822,L,300.7,310.9,1733,34.5,115,0,0,0,0,0
3823,L,297.7,307.7,1425,44.9,31,0,0,0,0,0
3824,L,300.6,310.0,1397,47.7,160,0,0,0,0,0
3825,L,302.6,310.5,1774,25.9,103,0,0,0,0,0
3826,M,298.5,308.4,2497,13.5,42,0,0,0,0,0
3827,M,302.3,311.8,1443,17.7,175,0,0,0,0,0
3828,L,298.0,307.8,1459,29.9,17,0,0,0,0,0
3829,L,302.1,311.1,1686,29.7,192,0,0,0,0,0
3830,H,303.9,313.1,1556,33.5,86,0,0,0,0,0
3831,M,297.4,308.6,1458,41.2,60,0,0,0,0,0
3832,H,300.8,310.5,1614,30.1,220,0,0,0,0,0
3833,L,302.9,312.2,1384,51.1,96,0,0,0,0,0
3834,M,302.0,310.6,1623,36.0,87,0,0,0,0,0
3835,M,295.5,306.2,1518,40.2,194,0,0,0,0,0
3836,L,300.3,311.7,1523,39.9,182,0,0,0,0,0
3837,M,302.3,311.1,1530,38.1,146,0,0,0,0,0
3838,L,299.4,309.1,1423,45.1,215,0,0,0,0,0
3839,L,299.5,309.3,1570,35.6,96,0,0,0,0,0
3840,L,300.5,312.0,1374,44.9,113,0,0,0,0,0
3841,L,301.1,310.6,1465,44.1,5,0,0,0,0,0
3842,L,299.1,308.5,1693,32.8,190,0,0,0,0,0
3843,L,298.2,308.8,1466,40.1,30,0,0,0,0,0
3844,H,297.4,309.2,1445,48.2,146,0,0,0,0,0
3845,L,300.5,309.3,1459,44.3,231,0,0,0,1,0
3846,L,299.1,308.3,1489,46.9,188,0,0,0,0,0
3847,M,297.7,309.2,1581,37.9,12,0,0,0,0,0
3848,M,296.6,307.7,1479,39.4,101,0,0,0,0,0
3849,L,301.1,312.4,1452,37.9,124,0,0,0,0,0
3850,L,301.5,310.5,1737,28.1,81,0,0,0,0,0
3851,L,297.3,308.3,1401,47.1,11,0,0,0,0,0
3852,M,300.4,309.8,1642,27.5,127,0,0,0,0,0
3853,L,297.6,308.6,1576,39.8,124,0,0,0,0,0
3854,L,301.2,311.1,1567,35.1,64,0,0,0,0,0
3855,L,301.5,311.1,1540,37.7,123,0,0,0,0,0
3856,L,300.9,311.0,2003,35.2,138,0,0,0,0,0
3857,H,301.5,310.5,1463,40.4,146,0,0,0,0,0
3858,M,301.6,310.4,1679,30.5,161,0,0,0,0,0
3859,M,297.6,309.0,1357,49.7,158,0,0,0,0,0
3860,L,297.3,308.8,1587,35.8,189,0,0,0,0,0
3861,L,302.6,310.3,1354,60.1,2,0,1,0,0,0
3862,L,300.5,311.6,1384,29.5,27,0,0,0,0,0
3863,L,300.0,309.0,1456,46.9,108,0,0,0,0,0
3864,L,296.6,307.5,1471,44.7,204,0,0,0,0,0
3865,L,295.9,306.6,1569,35.3,117,0,0,0,0,0
3866,L,297.9,307.4,1589,45.1,14,0,0,0,0,0
3867,M,300.4,310.2,1548,47.3,68,0,0,0,0,0
3868,H,302.4,311.5,1791,28.0,192,0,0,0,0,0
3869,L,302.0,310.9,1435,49.0,163,0,0,0,0,0
3870,L,301.9,310.8,1465,44.3,146,0,0,0,0,0
3871,L,302.0,310.5,1650,29.8,85,0,1,0,0,0
3872,L,295.8,306.5,1505,35.2,127,0,0,0,0,0
3873,M,299.4,308.8,1289,40.7,185,0,0,0,0,0
3874,H,300.4,309.6,1563,35.0,126,0,0,0,0,0
3875,L,301.0,310.8,1375,48.1,20,0,0,0,0,0
3876,L,297.9,308.6,1477,36.0,168,0,0,0,0,0
3877,L,300.4,311.2,1487,44.3,68,0,0,0,0,0
3878,L,300.7,310.2,1658,35.9,10,0,0,0,0,0
3879,L,301.3,310.4,1501,37.1,202,0,0,0,0,0
3880,L,302.5,310.3,1455,43.5,9,0,0,0,0,0
3881,M,302.7,312.3,1402,48.8,32,0,0,0,0,0
3882,M,300.3,311.8,1449,41.0,192,0,0,0,0,0
3883,L,301.0,311.6,1363,43.4,71,0,0,0,0,0
3884,L,299.3,309.1,1388,48.9,123,0,0,0,0,0
3885,H,299.2,308.9,1510,36.0,85,0,0,0,0,0
3886,L,300.9,310.4,1469,46.7,200,0,0,0,0,0
3887,L,302.5,311.9,1565,35.8,192,0,0,0,0,0
3888,M,297.5,308.4,1525,41.2,29,0,0,0,0,0
3889,M,299.6,309.4,1533,37.2,91,0,0,0,0,0
3890,L,301.5,310.8,1565,31.7,119,0,0,0,0,0
3891,L,299.0,309.0,1662,30.4,40,0,0,0,0,0
3892,L,298.8,309.1,1425,49.0,45,0,0,0,0,0
3893,L,301.6,310.0,1769,26.8,18,0,0,0,0,0
3894,L,297.5,308.4,1657,32.4,129,0,0,0,0,0
3895,H,304.0,313.1,1517,41.8,96,0,0,0,0,0
3896,L,298.9,309.7,1683,31.6,213,0,0,0,0,0
3897,L,300.1,309.3,1654,57.7,201,0,0,0,0,0
3898,L,299.6,309.3,1544,35.2,145,0,0,0,0,1
3899,M,303.4,311.6,1544,43.0,117,0,0,0,0,0
3900,M,297.6,308.6,1463,45.8,83,0,0,0,0,0
3901,L,298.3,308.9,1366,57.7,143,0,0,0,0,0
3902,L,302.9,312.2,1705,27.5,32,0,0,0,0,0
3903,M,297.6,309.1,1548,38.9,67,0,0,0,0,0
3904,M,297.5,308.2,1418,50.8,59,0,0,0,0,0
3905,L,298.1,310.0,1533,45.4,53,0,0,0,0,0
3906,M,301.3,310.7,1819,25.5,108,0,0,0,0,0
3907,L,298.0,308.1,1877,37.0,0,0,0,0,0,0
3908,L,299.0,308.9,1466,44.3,0,0,0,0,0,0
3909,L,300.6,309.4,1549,35.0,233,0,0,0,0,0
3910,L,295.6,306.2,1636,32.7,56,0,0,0,0,0
3911,M,297.4,309.1,1453,42.8,162,0,0,0,0,0
3912,L,301.7,310.6,1428,42.5,174,0,0,0,0,0
3913,L,300.1,309.3,1712,28.9,196,0,0,0,0,0
3914,L,300.6,309.8,1748,27.5,98,0,0,0,0,0
3915,L,301.6,310.8,1498,43.9,99,0,0,0,0,0
3916,L,302.0,310.5,1873,22.5,135,0,0,0,0,0
3917,L,300.7,310.2,1568,36.8,146,0,0,0,0,0
3918,M,302.7,312.4,1326,53.9,113,0,0,0,0,0
3919,L,300.8,310.6,1402,36.3,50,0,0,0,0,0
3920,L,297.4,308.6,1572,28.2,180,0,0,0,0,0
3921,M,304.1,313.0,1569,28.2,66,0,0,0,0,0
3922,M,298.8,310.0,1465,40.1,139,0,0,0,0,0
3923,L,302.3,311.2,1446,45.3,171,0,0,0,0,0
3924,M,300.6,309.5,1632,32.7,144,0,0,0,0,0
3925,L,299.7,309.2,1425,49.5,127,0,0,0,0,0
3926,L,301.4,310.6,2065,17.8,7,0,0,0,0,0
3927,M,298.7,309.9,1528,36.7,23,0,0,0,0,0
3928,M,297.4,307.9,2384,14.8,9,0,0,0,0,0
3929,L,297.4,308.1,1513,40.6,199,0,0,0,0,0
3930,M,296.7,308.8,1523,40.3,96,0,0,0,0,0
3931,L,302.3,312.0,1463,44.4,74,0,0,0,0,0
3932,M,300.3,311.4,1554,34.3,2,0,0,0,0,0
3933,L,299.1,310.5,1488,46.7,76,0,0,0,0,0
3934,M,303.7,312.7,1671,32.5,163,0,0,0,0,0
3935,H,298.0,307.9,1406,48.0,62,0,0,0,0,0
3936,L,300.7,310.4,1366,52.9,205,0,0,0,0,0
